fileName,maxDistence,minDistence,maxRating,minRating,webpullstatus,CategoryAlias,City,Latitude,Longitude,MaxQtyVotes,MinQtyVotes,PotentialMatches
BusinessSearchResults--Chicago IL--homeservices.json,4.102673383782099E+04,6.00021445291264E+02,5E+00,1E+00,200,homeservices,Chicago IL,4.18781E+01,-8.76298E+01,1264,388,22400
BusinessSearchResults--Chicago IL--contractors.json,7.565799423673826E+04,1.9665907780967495E+03,5E+00,1.5E+00,200,contractors,Chicago IL,4.18781E+01,-8.76298E+01,419,43,2800
BusinessSearchResults--Chicago IL--electricians.json,7.285905997227754E+04,1.5650578316981403E+03,5E+00,1.5E+00,200,electricians,Chicago IL,4.18781E+01,-8.76298E+01,1170,53,717
BusinessSearchResults--Chicago IL--painters.json,1.9175415445182982E+06,1.0059402325111599E+03,5E+00,2.5E+00,200,painters,Chicago IL,4.18781E+01,-8.76298E+01,307,41,1200
BusinessSearchResults--Chicago IL--plumbing.json,6.558874795734543E+04,4.0726098714341043E+02,5E+00,1.5E+00,200,plumbing,Chicago IL,4.18781E+01,-8.76298E+01,1170,124,1400
BusinessSearchResults--Chicago IL--hotelstravel.json,2.6450514926758628E+04,1.5195744862728398E+00,5E+00,1.5E+00,200,hotelstravel,Chicago IL,4.18781E+01,-8.76298E+01,3844,449,2900
BusinessSearchResults--Chicago IL--tours.json,2.173677632909082E+04,7.293023824214367E+01,5E+00,2E+00,200,tours,Chicago IL,4.18781E+01,-8.76298E+01,1672,87,235
BusinessSearchResults--Chicago IL--transport.json,3.891149737871312E+04,1.5195744862728398E+00,5E+00,1.5E+00,200,transport,Chicago IL,4.18781E+01,-8.76298E+01,2053,104,1200
BusinessSearchResults--Chicago IL--localflavor.json,3.405955729879399E+04,3.2990227308933214E+02,5E+00,1E+00,200,localflavor,Chicago IL,4.18781E+01,-8.76298E+01,865,10,209
BusinessSearchResults--Chicago IL--localservices.json,4.936940099870734E+04,4.4622492621222347E+02,5E+00,1E+00,200,localservices,Chicago IL,4.18781E+01,-8.76298E+01,2414,304,11200
BusinessSearchResults--Chicago IL--massmedia.json,3.655784761109897E+04,5.895112981420101E+02,5E+00,1.5E+00,200,massmedia,Chicago IL,4.18781E+01,-8.76298E+01,174,12,227
BusinessSearchResults--Chicago IL--nightlife.json,1.2146106460200259E+04,3.374731676685439E+02,4.5E+00,3.5E+00,200,nightlife,Chicago IL,4.18781E+01,-8.76298E+01,8091,1269,3200
BusinessSearchResults--Chicago IL--bars.json,1.2146106460200259E+04,3.374731676685439E+02,4.5E+00,3.5E+00,200,bars,Chicago IL,4.18781E+01,-8.76298E+01,8091,1263,2900
BusinessSearchResults--Chicago IL--danceclubs.json,4.238937161800786E+04,9.804278497173526E+02,4E+00,1.5E+00,200,danceclubs,Chicago IL,4.18781E+01,-8.76298E+01,760,22,93
BusinessSearchResults--Chicago IL--pets.json,4.192779857427029E+04,1.394304019289337E+03,5E+00,1.5E+00,200,pets,Chicago IL,4.18781E+01,-8.76298E+01,835,179,2100
BusinessSearchResults--Chicago IL--petservices.json,4.1958751439537766E+04,9.895939791215156E+02,5E+00,1.5E+00,200,petservices,Chicago IL,4.18781E+01,-8.76298E+01,835,151,1500
BusinessSearchResults--Chicago IL--petstore.json,4.1958751439537766E+04,1.0167052976348986E+03,5E+00,1.5E+00,200,petstore,Chicago IL,4.18781E+01,-8.76298E+01,354,90,320
BusinessSearchResults--Chicago IL--professional.json,4.260994378140649E+04,4.289281844650846E+02,5E+00,1E+00,200,professional,Chicago IL,4.18781E+01,-8.76298E+01,1264,99,6400
BusinessSearchResults--Chicago IL--lawyers.json,3.991022546225939E+04,7.228954318655127E+01,5E+00,1E+00,200,lawyers,Chicago IL,4.18781E+01,-8.76298E+01,121,25,2300
BusinessSearchResults--Chicago IL--publicservicesgovt.json,4.091199284508358E+04,1.0535876308193161E+02,4.5E+00,1E+00,200,publicservicesgovt,Chicago IL,4.18781E+01,-8.76298E+01,1437,99,1000
BusinessSearchResults--Chicago IL--realestate.json,4.2153592752626384E+04,5.402154055043909E+02,5E+00,1.5E+00,200,realestate,Chicago IL,4.18781E+01,-8.76298E+01,801,103,5100
BusinessSearchResults--Chicago IL--realestateagents.json,3.8670367557475474E+04,1.0619440126621291E+03,5E+00,2.5E+00,200,realestateagents,Chicago IL,4.18781E+01,-8.76298E+01,801,34,1900
BusinessSearchResults--Chicago IL--realestatesvcs.json,3.2249534857322018E+04,1.0619440126621291E+03,5E+00,1E+00,200,realestatesvcs,Chicago IL,4.18781E+01,-8.76298E+01,404,33,981
BusinessSearchResults--Chicago IL--shopping.json,5.1107692884766075E+04,5.0001328907313814E+02,5E+00,1.5E+00,200,shopping,Chicago IL,4.18781E+01,-8.76298E+01,2414,332,13900
BusinessSearchResults--Chicago IL--artsandcrafts.json,4.4946685751685785E+04,7.565483111224426E+02,5E+00,1E+00,200,artsandcrafts,Chicago IL,4.18781E+01,-8.76298E+01,350,71,640
BusinessSearchResults--Chicago IL--media.json,4.029319580110062E+04,2.2150021266626158E+02,5E+00,2.5E+00,200,media,Chicago IL,4.18781E+01,-8.76298E+01,510,63,371
BusinessSearchResults--Chicago IL--fashion.json,5.2023163083505235E+04,4.464709524923129E+02,4.5E+00,1.5E+00,200,fashion,Chicago IL,4.18781E+01,-8.76298E+01,755,170,2900
BusinessSearchResults--Chicago IL--flowers.json,4.457729031243855E+04,7.721522131185607E+01,5E+00,1E+00,200,flowers,Chicago IL,4.18781E+01,-8.76298E+01,853,99,1000
BusinessSearchResults--Chicago IL--homeandgarden.json,5.1107692884766075E+04,4.464709524923129E+02,5E+00,1.5E+00,200,homeandgarden,Chicago IL,4.18781E+01,-8.76298E+01,2414,173,2400
BusinessSearchResults--Chicago IL--sportgoods.json,3.8367728720659616E+04,1.8539208037198462E+03,5E+00,2.5E+00,200,sportgoods,Chicago IL,4.18781E+01,-8.76298E+01,439,97,599
BusinessSearchResults--New York NY--active.json,4.1740505253425195E+04,1.1558581331650043E+03,5E+00,2E+00,200,active,New York NY,4.07128E+01,-7.4006E+01,2728,322,9700
BusinessSearchResults--New York NY--fitness.json,3.323158969280684E+04,1.7217694236583932E+03,5E+00,1.5E+00,200,fitness,New York NY,4.07128E+01,-7.4006E+01,537,170,5500
BusinessSearchResults--New York NY--arts.json,3.366070625295506E+04,5.669846271315478E+02,4.5E+00,2.5E+00,200,arts,New York NY,4.07128E+01,-7.4006E+01,3389,681,5100
BusinessSearchResults--New York NY--movietheaters.json,3.4675417752761765E+04,7.067864167000071E+02,4.5E+00,2E+00,200,movietheaters,New York NY,4.07128E+01,-7.4006E+01,1012,217,230
BusinessSearchResults--New York NY--museums.json,3.4736732030462284E+04,5.669846271315478E+02,4.5E+00,3E+00,200,museums,New York NY,4.07128E+01,-7.4006E+01,3298,170,291
BusinessSearchResults--New York NY--wineries.json,1.0918494636200235E+05,1.7297833773393072E+03,5E+00,2.5E+00,200,wineries,New York NY,4.07128E+01,-7.4006E+01,288,3,57
BusinessSearchResults--New York NY--social_clubs.json,3.920982573258737E+04,4.700035510483568E+02,5E+00,2E+00,200,social_clubs,New York NY,4.07128E+01,-7.4006E+01,139,10,198
BusinessSearchResults--New York NY--auto.json,4.067960345378863E+04,4.582589830470435E+03,4.5E+00,1.5E+00,200,auto,New York NY,4.07128E+01,-7.4006E+01,1188,304,13300
BusinessSearchResults--New York NY--beautysvc.json,4.040875989735058E+04,6.144138899955491E+02,5E+00,3E+00,200,beautysvc,New York NY,4.07128E+01,-7.4006E+01,2050,540,23800
BusinessSearchResults--New York NY--hair.json,2.0557259147797766E+04,7.372267519272573E+02,5E+00,3E+00,200,hair,New York NY,4.07128E+01,-7.4006E+01,1669,420,8200
BusinessSearchResults--New York NY--othersalons.json,2.8765146681011207E+04,2.3937767466380308E+02,4.5E+00,2E+00,200,othersalons,New York NY,4.07128E+01,-7.4006E+01,1141,258,5500
BusinessSearchResults--New York NY--tanning.json,5.503571783042269E+04,2.98370641657037E+02,5E+00,2E+00,200,tanning,New York NY,4.07128E+01,-7.4006E+01,513,50,341
BusinessSearchResults--New York NY--education.json,2.647883607757051E+04,1.447369563988677E+03,5E+00,2.5E+00,200,education,New York NY,4.07128E+01,-7.4006E+01,724,120,6000
BusinessSearchResults--New York NY--artclasses.json,4.447322604184117E+04,6.548804495782913E+02,5E+00,3E+00,200,artclasses,New York NY,4.07128E+01,-7.4006E+01,186,26,272
BusinessSearchResults--New York NY--specialtyschools.json,2.647883607757051E+04,1.447369563988677E+03,5E+00,3E+00,200,specialtyschools,New York NY,4.07128E+01,-7.4006E+01,572,108,2500
BusinessSearchResults--New York NY--eventservices.json,3.323325167159758E+04,1.107189794099978E+03,4.5E+00,1E+00,200,eventservices,New York NY,4.07128E+01,-7.4006E+01,4338,868,11000
BusinessSearchResults--New York NY--photographers.json,3.297493002815681E+04,3.5775756685182283E+00,5E+00,1.5E+00,200,photographers,New York NY,4.07128E+01,-7.4006E+01,146,48,2400
BusinessSearchResults--New York NY--financialservices.json,4.476705027177678E+04,2.2089331380459933E+02,5E+00,1E+00,200,financialservices,New York NY,4.07128E+01,-7.4006E+01,315,50,5700
BusinessSearchResults--New York NY--insurance.json,4.476705027177678E+04,4.522089217565109E+02,5E+00,1E+00,200,insurance,New York NY,4.07128E+01,-7.4006E+01,305,17,1300
BusinessSearchResults--New York NY--banks.json,5.499296424770571E+04,2.2089331380459933E+02,3.5E+00,1E+00,200,banks,New York NY,4.07128E+01,-7.4006E+01,157,24,2200
BusinessSearchResults--New York NY--health.json,2.921061792760846E+04,2.4397703144146942E+02,5E+00,1E+00,200,health,New York NY,4.07128E+01,-7.4006E+01,834,202,30000
BusinessSearchResults--New York NY--c_and_mh.json,4.118247088151295E+04,5.723742889341702E+02,5E+00,1E+00,200,c_and_mh,New York NY,4.07128E+01,-7.4006E+01,124,18,1100
BusinessSearchResults--New York NY--dentists.json,5.507458577630019E+04,2.4397703144146942E+02,5E+00,1.5E+00,200,dentists,New York NY,4.07128E+01,-7.4006E+01,825,112,7300
BusinessSearchResults--New York NY--physicians.json,4.41849101244952E+04,6.546733081204998E+02,5E+00,1.5E+00,200,physicians,New York NY,4.07128E+01,-7.4006E+01,834,175,14400
BusinessSearchResults--New York NY--medcenters.json,5.531869566537361E+04,6.592128366832077E+02,4E+00,1.5E+00,200,medcenters,New York NY,4.07128E+01,-7.4006E+01,328,74,1000
BusinessSearchResults--New York NY--homeservices.json,4.736212232301045E+04,6.187724755964659E+02,5E+00,1E+00,200,homeservices,New York NY,4.07128E+01,-7.4006E+01,768,189,30000
BusinessSearchResults--New York NY--contractors.json,9.339190978703706E+04,1.639868093273265E+02,5E+00,2.5E+00,200,contractors,New York NY,4.07128E+01,-7.4006E+01,343,34,4000
BusinessSearchResults--New York NY--electricians.json,8.896845531964359E+04,2.5274662813423465E+03,5E+00,1.5E+00,200,electricians,New York NY,4.07128E+01,-7.4006E+01,492,34,1200
BusinessSearchResults--New York NY--painters.json,3.944960979585129E+06,7.402909249537605E+02,5E+00,3.5E+00,200,painters,New York NY,4.07128E+01,-7.4006E+01,239,37,1400
BusinessSearchResults--New York NY--plumbing.json,1.1963173772167826E+05,2.4377067957934646E+03,5E+00,1.5E+00,200,plumbing,New York NY,4.07128E+01,-7.4006E+01,554,86,2500
BusinessSearchResults--New York NY--hotelstravel.json,2.0823271204674045E+04,1.50371542129048E+03,4.5E+00,1.5E+00,200,hotelstravel,New York NY,4.07128E+01,-7.4006E+01,3083,609,6800
BusinessSearchResults--New York NY--tours.json,1.0918494636200235E+05,7.743125683624239E+02,5E+00,1.5E+00,200,tours,New York NY,4.07128E+01,-7.4006E+01,906,130,777
BusinessSearchResults--New York NY--transport.json,6.443116561731158E+04,2.922462573044256E+00,5E+00,1.5E+00,200,transport,New York NY,4.07128E+01,-7.4006E+01,2203,226,3100
BusinessSearchResults--New York NY--localflavor.json,3.6808957878983645E+04,7.417630550663046E+02,5E+00,1E+00,200,localflavor,New York NY,4.07128E+01,-7.4006E+01,231,17,293
BusinessSearchResults--New York NY--localservices.json,4.562386535280391E+04,1.7999000018753958E+02,5E+00,1E+00,200,localservices,New York NY,4.07128E+01,-7.4006E+01,1525,337,23700
BusinessSearchResults--New York NY--massmedia.json,4.037188307403514E+04,3.5775756685182283E+00,5E+00,1E+00,200,massmedia,New York NY,4.07128E+01,-7.4006E+01,389,18,500
BusinessSearchResults--New York NY--nightlife.json,1.2309985811714483E+04,1.531278280168193E+03,4.5E+00,3E+00,200,nightlife,New York NY,4.07128E+01,-7.4006E+01,4443,2002,7500
BusinessSearchResults--New York NY--bars.json,1.1785405965920652E+04,1.531278280168193E+03,4.5E+00,3E+00,200,bars,New York NY,4.07128E+01,-7.4006E+01,4443,1977,6800
BusinessSearchResults--New York NY--danceclubs.json,3.705417174639424E+04,1.5958159220200084E+03,4E+00,2E+00,200,danceclubs,New York NY,4.07128E+01,-7.4006E+01,1090,113,199
BusinessSearchResults--New York NY--pets.json,3.8191084834507405E+04,4.5821473608138194E+02,5E+00,1.5E+00,200,pets,New York NY,4.07128E+01,-7.4006E+01,554,190,3800
BusinessSearchResults--New York NY--petservices.json,4.587202603672652E+04,4.5821473608138194E+02,5E+00,1.5E+00,200,petservices,New York NY,4.07128E+01,-7.4006E+01,554,145,2700
BusinessSearchResults--New York NY--petstore.json,4.024556690723718E+04,6.945361810680788E+02,5E+00,1.5E+00,200,petstore,New York NY,4.07128E+01,-7.4006E+01,336,91,638
BusinessSearchResults--New York NY--professional.json,3.935794146126677E+06,2.4733951602235268E+02,5E+00,1E+00,200,professional,New York NY,4.07128E+01,-7.4006E+01,1284,121,12200
BusinessSearchResults--New York NY--lawyers.json,3.874000590604591E+04,1.7747560292392657E+02,5E+00,1.5E+00,200,lawyers,New York NY,4.07128E+01,-7.4006E+01,263,30,4100
BusinessSearchResults--New York NY--publicservicesgovt.json,1.6076974785953793E+04,3.856844063008263E+02,4.5E+00,1E+00,200,publicservicesgovt,New York NY,4.07128E+01,-7.4006E+01,2150,165,2300
BusinessSearchResults--New York NY--realestate.json,1.3388861427033054E+04,6.220480859650801E+02,5E+00,1.5E+00,200,realestate,New York NY,4.07128E+01,-7.4006E+01,538,110,7600
BusinessSearchResults--New York NY--realestateagents.json,1.3388861427033054E+04,5.371236203733424E+02,5E+00,1.5E+00,200,realestateagents,New York NY,4.07128E+01,-7.4006E+01,504,54,2200
BusinessSearchResults--New York NY--realestatesvcs.json,1.3388861427033054E+04,5.371236203733424E+02,5E+00,1.5E+00,200,realestatesvcs,New York NY,4.07128E+01,-7.4006E+01,504,76,1900
BusinessSearchResults--New York NY--shopping.json,2.647883607757051E+04,5.896256333450567E+02,5E+00,1.5E+00,200,shopping,New York NY,4.07128E+01,-7.4006E+01,1647,402,30000
BusinessSearchResults--New York NY--artsandcrafts.json,6.384834148476863E+04,8.574202864856677E+02,5E+00,2E+00,200,artsandcrafts,New York NY,4.07128E+01,-7.4006E+01,1259,83,1500
BusinessSearchResults--New York NY--media.json,3.310134318514899E+04,5.980014756368124E+02,4.5E+00,3E+00,200,media,New York NY,4.07128E+01,-7.4006E+01,1647,91,882
BusinessSearchResults--New York NY--fashion.json,2.423609060922466E+04,5.896256333450567E+02,5E+00,1.5E+00,200,fashion,New York NY,4.07128E+01,-7.4006E+01,1767,284,7300
BusinessSearchResults--New York NY--flowers.json,3.723890451814729E+04,4.63390966452856E+02,5E+00,1E+00,200,flowers,New York NY,4.07128E+01,-7.4006E+01,2350,113,2400
BusinessSearchResults--New York NY--homeandgarden.json,3.302574899208652E+04,9.581359398717011E+02,5E+00,1.5E+00,200,homeandgarden,New York NY,4.07128E+01,-7.4006E+01,1753,219,5000
BusinessSearchResults--New York NY--sportgoods.json,4.739227123300762E+04,1.0633846449132081E+03,5E+00,2.5E+00,200,sportgoods,New York NY,4.07128E+01,-7.4006E+01,777,109,1200
BusinessSearchResults--Orlando FL--active.json,3.921936897863796E+04,8.667666678870139E+02,5E+00,1E+00,200,active,Orlando FL,2.85384E+01,-8.13789E+01,2618,242,2300
BusinessSearchResults--Orlando FL--fitness.json,2.819335746476535E+04,8.724878217885444E+02,5E+00,2E+00,200,fitness,Orlando FL,2.85384E+01,-8.13789E+01,130,43,826
BusinessSearchResults--Orlando FL--arts.json,3.931970355772454E+04,1.8381740766371036E+02,4.5E+00,2.5E+00,200,arts,Orlando FL,2.85384E+01,-8.13789E+01,1502,193,888
BusinessSearchResults--Orlando FL--movietheaters.json,5.0826026507946925E+04,2.728646662363493E+02,5E+00,1E+00,200,movietheaters,Orlando FL,2.85384E+01,-8.13789E+01,696,1,38
BusinessSearchResults--Orlando FL--museums.json,3.887552571597644E+04,5.24107574845117E+02,5E+00,2E+00,200,museums,Orlando FL,2.85384E+01,-8.13789E+01,561,3,66
BusinessSearchResults--Orlando FL--wineries.json,4.2124318426628764E+04,3.046361564604345E+03,5E+00,3.5E+00,200,wineries,Orlando FL,2.85384E+01,-8.13789E+01,1060,4,14
BusinessSearchResults--Orlando FL--social_clubs.json,3.916484275519256E+04,1.2965548240679624E+02,5E+00,4E+00,200,social_clubs,Orlando FL,2.85384E+01,-8.13789E+01,84,1,29
BusinessSearchResults--Orlando FL--auto.json,2.902291988966865E+04,2.7879644973738496E+03,5E+00,1E+00,200,auto,Orlando FL,2.85384E+01,-8.13789E+01,401,158,3700
BusinessSearchResults--Orlando FL--beautysvc.json,4.169901315943679E+04,1.9022374068987533E+03,5E+00,3E+00,200,beautysvc,Orlando FL,2.85384E+01,-8.13789E+01,441,143,3700
BusinessSearchResults--Orlando FL--hair.json,3.8530921308357996E+04,9.8373881667857E+02,5E+00,2.5E+00,200,hair,Orlando FL,2.85384E+01,-8.13789E+01,348,57,1200
BusinessSearchResults--Orlando FL--othersalons.json,4.169901315943679E+04,1.1974693946993593E+03,4.5E+00,2.5E+00,200,othersalons,Orlando FL,2.85384E+01,-8.13789E+01,286,121,873
BusinessSearchResults--Orlando FL--tanning.json,5.050348961285381E+04,2.206410449613475E+03,5E+00,2.5E+00,200,tanning,Orlando FL,2.85384E+01,-8.13789E+01,40,3,61
BusinessSearchResults--Orlando FL--education.json,7.761983856780177E+04,9.663444749819897E+02,5E+00,2.5E+00,200,education,Orlando FL,2.85384E+01,-8.13789E+01,422,19,870
BusinessSearchResults--Orlando FL--artclasses.json,4.2822676480770024E+04,1.3716968747464784E+03,5E+00,4E+00,200,artclasses,Orlando FL,2.85384E+01,-8.13789E+01,127,1,42
BusinessSearchResults--Orlando FL--specialtyschools.json,8.4273850893084E+04,9.663444749819897E+02,5E+00,1.5E+00,200,specialtyschools,Orlando FL,2.85384E+01,-8.13789E+01,422,12,326
BusinessSearchResults--Orlando FL--eventservices.json,3.921936897863796E+04,3.700435401218342E+02,4.5E+00,1.5E+00,200,eventservices,Orlando FL,2.85384E+01,-8.13789E+01,2621,399,2200
BusinessSearchResults--Orlando FL--photographers.json,1.8157041193035182E+06,8.799138781371467E+01,5E+00,1E+00,200,photographers,Orlando FL,2.85384E+01,-8.13789E+01,68,7,369
BusinessSearchResults--Orlando FL--financialservices.json,2.9210313469859168E+04,2.4535651089773106E+02,5E+00,1E+00,200,financialservices,Orlando FL,2.85384E+01,-8.13789E+01,374,13,1100
BusinessSearchResults--Orlando FL--insurance.json,3.85266428596887E+04,2.4752163942215852E+03,5E+00,1E+00,200,insurance,Orlando FL,2.85384E+01,-8.13789E+01,58,4,332
BusinessSearchResults--Orlando FL--banks.json,3.594778993318563E+04,4.995242110494309E+02,3.5E+00,1E+00,200,banks,Orlando FL,2.85384E+01,-8.13789E+01,186,10,375
BusinessSearchResults--Orlando FL--health.json,2.8249338150595995E+04,7.361205048567796E+02,5E+00,1.5E+00,200,health,Orlando FL,2.85384E+01,-8.13789E+01,345,78,5200
BusinessSearchResults--Orlando FL--c_and_mh.json,8.226956292670825E+04,1.62343591279037E+03,5E+00,1E+00,200,c_and_mh,Orlando FL,2.85384E+01,-8.13789E+01,34,4,171
BusinessSearchResults--Orlando FL--dentists.json,3.595089982784814E+04,7.648443348179059E+02,5E+00,1.5E+00,200,dentists,Orlando FL,2.85384E+01,-8.13789E+01,107,34,892
BusinessSearchResults--Orlando FL--physicians.json,2.8248794674114593E+04,8.560238481520053E+02,5E+00,1E+00,200,physicians,Orlando FL,2.85384E+01,-8.13789E+01,98,37,1900
BusinessSearchResults--Orlando FL--medcenters.json,4.5348257994293206E+04,2.5037644943543582E+03,3.5E+00,1.5E+00,200,medcenters,Orlando FL,2.85384E+01,-8.13789E+01,178,26,255
BusinessSearchResults--Orlando FL--homeservices.json,1.4652943738613E+05,1.9246953163177309E+03,5E+00,1E+00,200,homeservices,Orlando FL,2.85384E+01,-8.13789E+01,379,77,8600
BusinessSearchResults--Orlando FL--contractors.json,1.1672582206048201E+05,3.224057436534062E+00,5E+00,1E+00,200,contractors,Orlando FL,2.85384E+01,-8.13789E+01,117,9,632
BusinessSearchResults--Orlando FL--electricians.json,1.3031820875055998E+05,2.270501989084311E+03,5E+00,1.5E+00,200,electricians,Orlando FL,2.85384E+01,-8.13789E+01,227,8,233
BusinessSearchResults--Orlando FL--painters.json,3.5468070039574658E+06,3.725908513252226E+02,5E+00,1E+00,200,painters,Orlando FL,2.85384E+01,-8.13789E+01,38,6,393
BusinessSearchResults--Orlando FL--plumbing.json,1.4652943738613E+05,1.9246953163177309E+03,5E+00,1E+00,200,plumbing,Orlando FL,2.85384E+01,-8.13789E+01,227,18,311
BusinessSearchResults--Orlando FL--hotelstravel.json,3.163185746012451E+04,3.3644120087609814E+01,4.5E+00,1E+00,200,hotelstravel,Orlando FL,2.85384E+01,-8.13789E+01,2989,444,2100
BusinessSearchResults--Orlando FL--tours.json,1.639898434659598E+05,3.46560311147108E+02,5E+00,1.5E+00,200,tours,Orlando FL,2.85384E+01,-8.13789E+01,880,23,174
BusinessSearchResults--Orlando FL--transport.json,1.2425046047559334E+05,2.9969040822750105E+02,5E+00,1E+00,200,transport,Orlando FL,2.85384E+01,-8.13789E+01,722,38,533
BusinessSearchResults--Orlando FL--localflavor.json,3.916484275519256E+04,6.041503487902518E+02,5E+00,2.5E+00,200,localflavor,Orlando FL,2.85384E+01,-8.13789E+01,310,2,90
BusinessSearchResults--Orlando FL--localservices.json,1.21445749664068E+05,1.8381740766371036E+02,5E+00,1E+00,200,localservices,Orlando FL,2.85384E+01,-8.13789E+01,261,60,3900
BusinessSearchResults--Orlando FL--massmedia.json,6.749965842586987E+04,3.174314643017421E+02,5E+00,1E+00,200,massmedia,Orlando FL,2.85384E+01,-8.13789E+01,88,1,61
BusinessSearchResults--Orlando FL--nightlife.json,4.393598172433252E+04,2.5882558805991926E+02,4.5E+00,2.5E+00,200,nightlife,Orlando FL,2.85384E+01,-8.13789E+01,2982,780,1300
BusinessSearchResults--Orlando FL--bars.json,4.393598172433252E+04,2.5882558805991926E+02,4.5E+00,2.5E+00,200,bars,Orlando FL,2.85384E+01,-8.13789E+01,2982,745,1200
BusinessSearchResults--Orlando FL--danceclubs.json,1.2548912333032684E+05,2.3470985357050532E+02,5E+00,1E+00,200,danceclubs,Orlando FL,2.85384E+01,-8.13789E+01,897,1,44
BusinessSearchResults--Orlando FL--pets.json,6.448758592065025E+04,2.6714316931258236E+03,5E+00,1.5E+00,200,pets,Orlando FL,2.85384E+01,-8.13789E+01,167,57,905
BusinessSearchResults--Orlando FL--petservices.json,6.448758592065025E+04,2.6714316931258236E+03,5E+00,1.5E+00,200,petservices,Orlando FL,2.85384E+01,-8.13789E+01,142,50,624
BusinessSearchResults--Orlando FL--petstore.json,4.318923510061047E+04,2.723673892201151E+03,5E+00,1.5E+00,200,petstore,Orlando FL,2.85384E+01,-8.13789E+01,142,29,156
BusinessSearchResults--Orlando FL--professional.json,3.2627623098905437E+05,2.320100146718171E+02,5E+00,1E+00,200,professional,Orlando FL,2.85384E+01,-8.13789E+01,224,19,2000
BusinessSearchResults--Orlando FL--lawyers.json,3.571449016481231E+04,2.320100146718171E+02,5E+00,1E+00,200,lawyers,Orlando FL,2.85384E+01,-8.13789E+01,113,7,584
BusinessSearchResults--Orlando FL--publicservicesgovt.json,3.822801368201616E+04,1.8273214508025472E+02,4.5E+00,1.5E+00,200,publicservicesgovt,Orlando FL,2.85384E+01,-8.13789E+01,89,18,281
BusinessSearchResults--Orlando FL--realestate.json,1.0803013057805806E+05,2.9982312276407487E+02,5E+00,1E+00,200,realestate,Orlando FL,2.85384E+01,-8.13789E+01,274,30,2000
BusinessSearchResults--Orlando FL--realestateagents.json,1.5235645070749504E+05,3.359128516191593E+02,5E+00,1E+00,200,realestateagents,Orlando FL,2.85384E+01,-8.13789E+01,36,5,465
BusinessSearchResults--Orlando FL--realestatesvcs.json,8.420601765938808E+04,7.050881784545196E+02,5E+00,1E+00,200,realestatesvcs,Orlando FL,2.85384E+01,-8.13789E+01,139,8,462
BusinessSearchResults--Orlando FL--shopping.json,2.653203415973235E+04,3.1327352073190946E+02,5E+00,1E+00,200,shopping,Orlando FL,2.85384E+01,-8.13789E+01,1899,117,5900
BusinessSearchResults--Orlando FL--artsandcrafts.json,4.33188317972295E+04,1.7077137266438103E+03,5E+00,1E+00,200,artsandcrafts,Orlando FL,2.85384E+01,-8.13789E+01,128,17,219
BusinessSearchResults--Orlando FL--media.json,3.89711361346395E+04,7.050881784545196E+02,5E+00,2.5E+00,200,media,Orlando FL,2.85384E+01,-8.13789E+01,220,18,141
BusinessSearchResults--Orlando FL--fashion.json,3.521484921202449E+04,2.5085725264871485E+03,4.5E+00,1.5E+00,200,fashion,Orlando FL,2.85384E+01,-8.13789E+01,306,58,1200
BusinessSearchResults--Orlando FL--flowers.json,4.252000519700534E+04,5.24107574845117E+02,5E+00,1.5E+00,200,flowers,Orlando FL,2.85384E+01,-8.13789E+01,161,29,393
BusinessSearchResults--Orlando FL--homeandgarden.json,3.155683180619388E+04,1.2858246478083213E+03,4.5E+00,1.5E+00,200,homeandgarden,Orlando FL,2.85384E+01,-8.13789E+01,482,57,1100
BusinessSearchResults--Orlando FL--sportgoods.json,3.386518568422549E+04,2.825945134234401E+03,5E+00,2.5E+00,200,sportgoods,Orlando FL,2.85384E+01,-8.13789E+01,149,23,254
