,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
443,False,/uztSaahK3bNVE5iZh4mRjHcCeii.jpg,"[10751, 14, 35]",662546,en,Godmothered,"A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming.""",27.059,/80tDCErk6ymHS7YfvqJcbnnTtqa.jpg,2020-12-04,Godmothered,False,6.9,514
444,False,/wk58aoyWpMTVkKkdjw889XfWGdL.jpg,"[53, 80, 9648]",646593,en,Wander,"After getting hired to probe a suspicious death in the small town of Wander, a mentally unstable private investigator becomes convinced the case is linked to the same 'conspiracy cover up' that caused the death of his daughter.",12.848,/2AwPvNHphpZBJDqjZKVuMAbvS0v.jpg,2020-12-04,Wander,False,5.4,239
445,False,/563sRDK3rZS31TXCdTY4lfcwrNK.jpg,[18],581734,en,Nomadland,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.",21.716,/8Vc5EOUEIF1EUXuX9eLFf7BvN3P.jpg,2020-12-04,Nomadland,False,7.3,2479
446,False,/z8TvnEVRenMSTemxYZwLGqFofgF.jpg,"[28, 14, 12]",458576,en,Monster Hunter,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.",83.727,/1UCOF11QCw8kcqvce8LKOO6pimh.jpg,2020-12-03,Monster Hunter,False,6.7,2767
447,False,/pF4pEiMHKvCIqX3h582tTCoNkwC.jpg,"[10749, 35]",611213,en,The Prom,"After the PTA of a conservative high school in Indiana bans same-sex couples from attending the annual prom, a gang of flamboyant Broadway stars try to boost their image by showing up to support two lesbian students.",9.711,/i7An8UravfzqaU7SuumaWEVRqVU.jpg,2020-12-02,The Prom,False,6.2,601
448,False,/lQAe1hfWYDdYypRVdzTbdg6JYWP.jpg,[18],526702,en,Black Beauty,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.",10.48,/5ZjMNJJabwBEnGVQoR2yoMEL9um.jpg,2020-11-27,Black Beauty,False,8.2,283
449,False,/88J6waYVTta8Qz3iX3qUeWNA5d5.jpg,"[18, 10749]",447362,en,Life in a Year,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.",28.274,/bP7u19opmHXYeTCUwGjlLldmUMc.jpg,2020-11-27,Life in a Year,False,8.3,1179
450,False,/jOWgFmD1H5t6nL7ChbmX8oDFUZl.jpg,"[10749, 35]",520172,en,Happiest Season,A young woman's plans to propose to her girlfriend while at her family's annual holiday party are upended when she discovers her partner hasn't yet come out to her conservative parents.,25.925,/vzec9kkOSE93tygyfOktedkeOQ.jpg,2020-11-26,Happiest Season,False,7.4,941
451,False,/8keveybC0TcHTwGdSXVw7pWRyqH.jpg,[18],634544,en,Uncle Frank,"In 1973, when Frank Bledsoe and his 18-year-old niece Beth take a road trip from Manhattan to Creekville, South Carolina for the family patriarch's funeral, they're unexpectedly joined by Frank's lover Walid.",9.89,/u3yozs3oGY0ubwf4cKQKOMWqNx3.jpg,2020-11-25,Uncle Frank,False,7.4,332
452,False,/9UFwcWa3lKeAllcW0EvkmOuHqek.jpg,"[18, 10402]",615667,en,Ma Rainey's Black Bottom,Tensions rise when the trailblazing Mother of the Blues and her band gather at a Chicago recording studio in 1927. Adapted from August Wilson's play.,13.755,/pvtyxijaBrCSbByXLcUIDDSvc40.jpg,2020-11-25,Ma Rainey's Black Bottom,False,6.7,967
453,False,/ytTQoYkdpsgtfDWrNFCei8Mfbxu.jpg,"[16, 10751, 12, 14, 35]",529203,en,The Croods: A New Age,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.",97.665,/tbVZ3Sq88dZaCANlUcewQuHQOaE.jpg,2020-11-25,The Croods: A New Age,False,7.5,3183
454,False,/c9fZTBYVvGyRJBE9I7bF0ItQqOv.jpg,[18],787428,en,Two Distant Strangers,A man trying to get home to his dog gets stuck in a time loop that forces him to relive a deadly run-in with a cop.,7.313,/goTRnLgLjr3hdlBHVcFg1VS9eMI.jpg,2020-11-20,Two Distant Strangers,False,7.3,306
455,False,/BjLgTDAcZc94KomcQAxMVye0yI.jpg,"[10749, 18]",642208,en,Supernova,"Sam and Tusker, partners of 20 years, are traveling across England in their old RV visiting friends, family and places from their past. Since Tusker was diagnosed with early-onset dementia two years ago, their time together is the most important thing they have.  As the trip progresses, however, their ideas for the future clash, secrets come out, and their love for each other is tested as never before. Ultimately, they must confront the question of what it means to love one another in the face of Tusker’s illness.",14.351,/xpLi04zHu36TH8nuvFAwAF3LUkq.jpg,2020-11-20,Supernova,False,6.9,244
456,False,/jeAQdDX9nguP6YOX6QSWKDPkbBo.jpg,"[28, 878, 14]",590706,en,Jiu Jitsu,"Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance.",36.28,/eLT8Cu357VOwBVTitkmlDEg32Fs.jpg,2020-11-20,Jiu Jitsu,False,4.9,518
457,False,/xdWgJsdye8zGD99dGf0tTTE3l0k.jpg,"[53, 27, 18]",546121,en,Run,"Chloe, a teenager who is confined to a wheelchair, is homeschooled by her mother, Diane. Chloe soon becomes suspicious of her mother and begins to suspect that she may be harboring a dark secret.",13.939,/ilHG4EayOVoYeKqslspY3pR4wzC.jpg,2020-11-20,Run,False,7.4,1966
458,False,/7b5R8FfGUzlxfhOkPpL3xyIeuyF.jpg,"[18, 10402]",502033,en,Sound of Metal,"Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.",19.274,/3178oOJKKPDeQ2legWQvMPpllv.jpg,2020-11-20,Sound of Metal,False,7.7,1980
459,False,/fQq1FWp1rC89xDrRMuyFJdFUdMd.jpg,"[10749, 35]",761053,en,Gabriel's Inferno: Part III,The final part of the film adaption of the erotic romance novel Gabriel's Inferno written by an anonymous Canadian author under the pen name Sylvain Reynard.,41.469,/fYtHxTxlhzD4QWfEbrC1rypysSD.jpg,2020-11-19,Gabriel's Inferno: Part III,False,8.5,1000
460,False,/z15NpieRw7jL7bKoICwLO5j7FgZ.jpg,[878],733317,en,Monsters of Man,"A robotics company vying to win a lucrative military contract team up with a corrupt CIA agent to conduct an illegal live field test. They deploy four weaponized prototype robots into a suspected drug manufacturing camp in the Golden Triangle, assuming they'd be killing drug runners that no one would miss. Six doctors on a humanitarian mission witness the brutal slaughter and become prime targets.",15.504,/1f3qspv64L5FXrRy0MF8X92ieuw.jpg,2020-11-19,Monsters of Man,False,6.5,261
461,False,/zCHe8ckyufHVUZaoHu2DiF8evET.jpg,"[10751, 10749, 35]",643882,en,The Princess Switch: Switched Again,"When Duchess Margaret unexpectedly inherits the throne & hits a rough patch with Kevin, it’s up to Stacy to save the day before a new lookalike — party girl Fiona — foils their plans.",19.044,/e4qXQXXaVYvHBE3Rx5x3qrmxorB.jpg,2020-11-19,The Princess Switch: Switched Again,False,6.9,766
462,False,/mxVpkHclXPgWxo62SJ0a0YcUzgC.jpg,"[10751, 14, 12, 35]",654028,en,The Christmas Chronicles: Part Two,"Kate Pierce is reluctantly spending Christmas with her mom’s new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus.",73.344,/6sG0kbEvAi3RRLcGGU5h8l3qAPa.jpg,2020-11-18,The Christmas Chronicles: Part Two,False,6.5,828
463,False,/1Lhc32P0a62BgMFgd20wXR1osR3.jpg,"[16, 10751, 12, 35, 878, 28]",732670,en,LEGO Star Wars Holiday Special,"As her friends prep for a Life Day holiday celebration, Rey journeys with BB-8 on a quest to gain a deeper knowledge of the Force at a mysterious Jedi Temple. There, she embarks on a cross-timeline adventure through beloved moments in Star Wars history, coming into contact with iconic heroes and villains from all eras of the saga. But will she make it back in time for the Life Day feast?",18.117,/zyzJSI7UZZzz5Toj10rYGF5689z.jpg,2020-11-17,LEGO Star Wars Holiday Special,False,6.6,254
464,False,/hBOH4PNnhcGPgZbZjBwkx9gnNxI.jpg,"[18, 36]",614560,en,Mank,1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.,15.084,/4yzTcAtvzyZLLto4z04xobUK9el.jpg,2020-11-13,Mank,False,6.8,1322
465,False,/DpPoSYKlfcHUdOLQNdaUiF7liS.jpg,"[10749, 18]",568467,en,Ammonite,"In 1840s England, palaeontologist Mary Anning and a young woman sent by her husband to convalesce by the sea develop an intense relationship. Despite the chasm between their social spheres and personalities, Mary and Charlotte discover they can each offer what the other has been searching for: the realisation that they are not alone. It is the beginning of a passionate and all-consuming love affair that will defy all social bounds and alter the course of both lives irrevocably.",14.688,/5lx4pUHWZoOKJWsVsvurRRNW9FK.jpg,2020-11-13,Ammonite,False,7.1,418
466,False,/wRrhiUWQSrmCzuVRTUfrei6p3VY.jpg,"[35, 80]",650783,en,The Comeback Trail,Two movie producers who owe money to the mob set up their aging movie star for an insurance scam to try and save themselves. But they wind up getting more than they ever imagined.,12.943,/ublJIJbc2NZ30ptXj4O2d2apo1t.jpg,2020-11-12,The Comeback Trail,False,5.8,211
467,False,/lVbPO7RjsMWoUwH1ISRbZNbg62s.jpg,"[35, 14, 27, 53]",551804,en,Freaky,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.",23.62,/8xC6QSyxrpm0D5A6iyHNemEWBVe.jpg,2020-11-12,Freaky,False,6.6,1186
468,False,/nfBT7RR8kYFBORhVhcCqk5T0ZiX.jpg,"[14, 12]",527400,en,Come Away,"Before Alice went to Wonderland, and before Peter became Pan, they were brother and sister. When their eldest brother dies in a tragic accident, they each seek to save their parents from their downward spirals of despair until finally they are forced to choose between home and imagination, setting the stage for their iconic journeys into Wonderland and Neverland.",10.203,/vwa0DgR2tHMouIDTJWje2k7Pp30.jpg,2020-11-12,Come Away,False,5.8,229
469,False,/kCqWQ24m7TjA0RllQMn0JYrcy4a.jpg,[18],592984,en,Hillbilly Elegy,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",10.275,/aA0D6DKIfLtXYNy94Qq2IW5NiGR.jpg,2020-11-09,Hillbilly Elegy,False,6.8,750
470,False,/6C7ZGYeR8QpT3X6C2RFEu6yiSKK.jpg,"[10751, 14, 10402]",622855,en,Jingle Jangle: A Christmas Journey,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",18.514,/5RbyHIVydD3Krmec1LlUV7rRjet.jpg,2020-11-06,Jingle Jangle: A Christmas Journey,False,6.7,431
471,False,/q9ZLjqti3UTt5ZC3qQMZhRNueGc.jpg,"[35, 10751, 10749]",738646,en,Operation Christmas Drop,"While gathering evidence to support closing a tropical U.S. Air Force base, a congressional aide warms to its generous captain.",9.404,/1fUcKFDy58DhWYd5Y7Nu5DgpxaE.jpg,2020-11-05,Operation Christmas Drop,False,6.5,472
472,False,/cIGPPTfxKvoezGB4yxmIqa33ROn.jpg,"[10749, 35, 10770]",734280,en,Midnight at the Magnolia,Longtime friends and local radio hosts Maggie and Jack fake it as a couple for their families and listeners in hopes of getting their show syndicated.,9.152,/gOfLcgmRYQ04ihwkNKzM6Vn4CnV.jpg,2020-11-05,Midnight at the Magnolia,False,6.3,200
473,False,/ZLD4pjmMLt9I3t1a7SFJBekIh1.jpg,"[18, 53, 80, 37]",596161,en,Let Him Go,"Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas.",12.659,/EsLZoT8oHhQlGd1QpdbnvnwTzO.jpg,2020-11-05,Let Him Go,False,6.9,456
474,False,/edCKQA7LnN1R7fOPPj2nBIi6xeE.jpg,"[53, 27, 14]",621151,en,Spell,"A father survives a plane crash in rural Appalachia, but becomes suspicious of the elderly couple who take him in to nurse him back to health with the ancient remedies.",19.197,/4rjHhj1BAREc9zNFU8FheLJQdFf.jpg,2020-10-30,Spell,False,6.5,312
475,False,/7uEioqlOZrjmUQSX9jYVM00E7hk.jpg,"[27, 18, 9648]",680593,en,The Dark and the Wicked,"On a secluded farm in a nondescript rural town, a man is slowly dying. His family gathers to mourn, and soon a darkness grows, marked by waking nightmares and a growing sense that something evil is taking over the family.",12.191,/y63Sa7F2YFQPDSNQpS45p1iwTJ1.jpg,2020-10-29,The Dark and the Wicked,False,6.1,279
476,False,/aLDQl8iUzrapHOob3VHgmyX1ijj.jpg,"[878, 35, 27]",670428,en,Psycho Goreman,"Siblings Mimi and Luke unwittingly resurrect an ancient alien overlord. Using a magical amulet, they force the monster to obey their childish whims, and accidentally attract a rogues’ gallery of intergalactic assassins to small-town suburbia.",17.713,/foQnDv051kQ7satMQkbkPsUxzkD.jpg,2020-10-29,Psycho Goreman,False,6.0,257
477,False,/2KX79ljurDq6bBXcyoQLROVxkU8.jpg,[53],602654,en,Horizon Line,A couple flying on a small plane to attend a tropical island wedding must fight for their lives after their pilot suffers a heart attack.,14.384,/vWGkIHeCLw9wWvPXnPTOM9d5GiK.jpg,2020-10-29,Horizon Line,False,5.7,252
478,False,/lIE7kfdLBRd0KENNtOaIqPPWNqh.jpg,"[27, 18, 14]",590995,en,The Craft: Legacy,An eclectic foursome of aspiring teenage witches get more than they bargained for as they lean into their newfound powers.,28.812,/lhMIra0pqWNuD6CIXoTmGwZ0EBS.jpg,2020-10-28,The Craft: Legacy,False,6.3,634
479,False,/2W3ICXbFtdKybWJU0tiYEGi9ijM.jpg,[27],571384,en,Come Play,"A lonely young boy feels different from everyone else. Desperate for a friend, he seeks solace and refuge in his ever-present cell phone and tablet. When a mysterious creature uses the boy’s devices against him to break into our world, his parents must fight to save their son from the monster beyond the screen.",33.884,/9jy9OzZi0Oy8Hdv603QWujbfCwx.jpg,2020-10-28,Come Play,False,6.4,493
480,False,/8veOfB9RbSzFki0Rq3IQIGsFfhC.jpg,"[35, 10749]",615665,en,Holidate,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.",50.366,/oXCLSlCRWWHsSSwLJSVIC0DDWsE.jpg,2020-10-27,Holidate,False,7.1,1809
481,False,/yHtB4KHNigx3ZoxDvQbW2SOXGfq.jpg,"[16, 10751, 12, 14]",441130,en,Wolfwalkers,"In a time of superstition and magic, when wolves are seen as demonic and nature an evil to be tamed, a young apprentice hunter comes to Ireland with her father to wipe out the last pack. But when she saves a wild native girl, their friendship leads her to discover the world of the Wolfwalkers and transform her into the very thing her father is tasked to destroy.",17.801,/ehAKuE48okTuonq6TpsNQj8vFTC.jpg,2020-10-26,Wolfwalkers,False,8.3,873
482,False,/3ombg55JQiIpoPnXYb2oYdr6DtP.jpg,"[878, 28]",560144,en,Skylines,"When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity.",34.873,/2W4ZvACURDyhiNnSIaFPHfNbny3.jpg,2020-10-25,Skylines,False,5.6,449
483,False,/8rIoyM6zYXJNjzGseT3MRusMPWl.jpg,"[12, 14, 35, 10751, 27]",531219,en,Roald Dahl's The Witches,"In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.",93.551,/b1C0FuXp4wiPmHLVKq4kwtDMgK6.jpg,2020-10-25,Roald Dahl's The Witches,False,6.4,2393
484,False,/iEIcBVnttD9KOnpxtN1adVqKQkv.jpg,"[16, 10751, 35, 14]",741074,en,Once Upon a Snowman,"The previously untold origins of Olaf, the innocent and insightful, summer-loving snowman are revealed as we follow Olaf’s first steps as he comes to life and searches for his identity in the snowy mountains outside Arendelle.",39.57,/hddzYJtfYYeMDOQVcH58n8m1W3A.jpg,2020-10-23,Once Upon a Snowman,False,6.9,458
485,False,/hbrXbVoE0NuA1ORoSGGYNASagrl.jpg,[35],740985,en,Borat Subsequent Moviefilm,"14 years after making a film about his journey across the USA, Borat risks life and limb when he returns to the United States with his young daughter, and reveals more about the culture, the COVID-19 pandemic, and the political elections.",20.377,/3L1Ml5RWjFVfVq3rQENvgFymT0U.jpg,2020-10-23,Borat Subsequent Moviefilm,False,6.5,2055
486,False,/86L8wqGMDbwURPni2t7FQ0nDjsH.jpg,"[28, 53]",724989,en,Hard Kill,"The work of billionaire tech CEO Donovan Chalmers is so valuable that he hires mercenaries to protect it, and a terrorist group kidnaps his daughter just to get it.",11.643,/ugZW8ocsrfgI95pnQ7wrmKDxIe.jpg,2020-10-23,Hard Kill,False,5.2,444
487,False,/hLtv6gYV9hIPWPFDniLSCodhmq.jpg,"[27, 53]",652004,en,The Wolf of Snow Hollow,A stressed-out police officer struggles not to give in to the paranoia that grips his small mountain town as bodies turn up after each full moon.,23.4,/nXeTSXR5ryFwxrlpmD9hhXJTAuc.jpg,2020-10-23,The Wolf of Snow Hollow,False,6.2,289
488,False,/7Gzsn4yiwMSXvYcbWXsoDhq8QO2.jpg,"[10749, 18]",632322,en,All My Life,"It was a chance meeting started by one of Sol’s friends trying to chat up Jennifer. However, in the end, it was those two who hit it off. Sol enjoyed Jen’s smile, her effort, and how silly she could be. Jen enjoyed Sol’s cooking, his athleticism, and that he would join her in fun moments. As you can imagine, love bloomed, and things got serious. Jen’s investment in Sol led to her pushing him to follow his dreams and even move in to save money. Sol’s investment in Jen well, it led to him proposing. But what started as a liver tumor grew into full-on cancer, so with a diagnosis of 6 months to live, Sol and Jennifer try to make the best of it.",12.708,/xoKZ4ZkVApcTaTYlGoZ3J8xcIzG.jpg,2020-10-23,All My Life,False,8.0,395
489,False,/zh1M8fE2vQ0BKxYzIvMYan7ryV.jpg,"[878, 18, 53, 27]",549294,en,Synchronic,"Two New Orleans paramedics' lives are ripped apart after encountering a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.",14.337,/wgm4gdJwb7iSYX0uBsRAZmHQmPm.jpg,2020-10-23,Synchronic,False,6.3,581
490,False,/hwpbTeZEaKKUfiUjc2FJZpv7uAI.jpg,"[27, 9648, 53]",516632,en,The Empty Man,"Retired cop James Lasombra is asked by a friend to investigate the disappearance of her daughter, who seemingly packed in the night and left an ominous message on the bathroom mirror - ""The Empty Man Made Me Do It."" As he investigates this mysterious figure further, James begins to see and hear strange things, and is forced to come to terms with his past and what it means for his future.",21.996,/8apzu9JFTUMtOpYkHk6LNPOs3pY.jpg,2020-10-22,The Empty Man,False,6.2,530
491,False,/ckfwfLkl0CkafTasoRw5FILhZAS.jpg,"[28, 35, 14]",602211,en,Fatman,"A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.",26.861,/4n8QNNdk4BOX9Dslfbz5Dy6j1HK.jpg,2020-10-19,Fatman,False,5.5,645
492,False,/xX6VABuJOyZQL1ASj5U4GWJspyW.jpg,"[27, 14]",752505,en,The Old Ways,"Cristina, a journalist of Mexican origin, travels to her ancestral home in Veracruz to investigate a story of sorcery and healing. There, she is kidnapped by a group of locals who claim she's the devil incarnated.",17.087,/wC9d6gSTGmrAOqWGQN1VUqfqQx1.jpg,2020-10-16,The Old Ways,False,7.0,276
493,False,/qO69gIS6ECZllXToivvNsfQG7Sp.jpg,"[35, 18, 9648]",720755,en,The Kid Detective,"A once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.",10.126,/2WrT8AZUcDicvf5m8KVgspQEHK3.jpg,2020-10-16,The Kid Detective,False,6.6,271
494,False,/97aoG9EsExPflrUO8eEbnARaeZH.jpg,"[10749, 18]",710356,en,2 Hearts,"When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.",44.119,/a7bW3uKOMPBnmHs8gnlpfhTD8YQ.jpg,2020-10-16,2 Hearts,False,7.5,397
495,False,/lA5fOBqTOQBQ1s9lEYYPmNXoYLi.jpg,"[35, 28, 12, 14]",590223,en,Love and Monsters,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.",29.325,/r4Lm1XKP0VsTgHX4LG4syAwYA2I.jpg,2020-10-16,Love and Monsters,False,7.4,3325
496,False,/htBUhLSS7FfHtydgYxUWjL3J1Q1.jpg,"[16, 12, 10751, 14]",560050,en,Over the Moon,"In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess.",28.289,/lQfdytwN7eh0tXWjIiMceFdBBvD.jpg,2020-10-16,Over the Moon,False,7.3,1125
497,False,/qjwxOIbpJ6reHTXwLVmzOVkvOtC.jpg,"[10749, 18, 9648, 53]",505379,en,Rebecca,"After a whirlwind romance with a wealthy widower, a naïve bride moves to his family estate but can't escape the haunting shadow of his late wife.",11.649,/kGhllBArW7ImDycSMIG5bj6GEPL.jpg,2020-10-16,Rebecca,False,6.3,941
498,False,/ezLKohe4HKsHQbwQwhv0ARo83NC.jpg,"[10751, 14, 12, 35]",624963,en,A Babysitter's Guide to Monster Hunting,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.",19.5,/bkld8Me0WiLWipLORRNfF1yIPHu.jpg,2020-10-14,A Babysitter's Guide to Monster Hunting,False,6.2,256
499,False,/zwB70O5riBoGEvAE2SAQ9Y6K4rN.jpg,"[27, 9648, 53, 10402]",643550,en,Nocturne,"Inside the halls of an elite arts academy, a timid music student begins to outshine her more accomplished and outgoing twin sister when she discovers a mysterious notebook belonging to a recently deceased classmate.",13.339,/zJNFiWBGYSMbfTAk6Ygqdj6Rahq.jpg,2020-10-13,Nocturne,False,5.9,337
500,False,/kU7ZiyeUwcpTkYj3UcxSqGdZmxY.jpg,"[16, 28]",618353,en,Batman: Death in the Family,Tragedy strikes the Batman's life again when Robin Jason Todd tracks down his birth mother only to run afoul of the Joker. An adaptation of the 1988 comic book storyline of the same name.,30.683,/k8Q9ulyRE8fkvZMkAM9LPYMKctb.jpg,2020-10-13,Batman: Death in the Family,False,7.2,358
501,False,/L7DIiAdP8DnNqOh7454ZrTYspR.jpg,"[10402, 18, 10749]",630566,en,Clouds,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.",13.477,/d0OdD1I8qAfETvE9Rp9Voq7R8LR.jpg,2020-10-09,Clouds,False,8.3,894
502,False,/snPbSALRH86XYC2hvLkZMFPrFYe.jpg,"[18, 27, 9648]",575776,en,Saint Maud,"Having recently found God, self-effacing young nurse Maud arrives at a plush home to care for Amanda, a hedonistic dancer left frail from a chronic illness. When a chance encounter with a former colleague throws up hints of a dark past, it becomes clear there is more to sweet Maud than meets the eye.",16.511,/8qrX020ZNX6Y4bHVt5ARusZuWAk.jpg,2020-10-09,Saint Maud,False,6.6,499
503,False,/tsGSTBl5H8DBLnHc24Teny0Ppc5.jpg,"[14, 27]",524216,en,The Mortuary Collection,"In the phantasmagorical town of Raven's End, a misguided young girl takes refuge in a decrepit old mortuary. The eccentric undertaker chronicles the strange history of the town through a series of twisted tales, each more terrifying than the last, but the young girl's world is unhinged when she discovers that the final story... is her own.",21.002,/5WXeYnezavNI6hXH74aQYv6yFzj.jpg,2020-10-08,The Mortuary Collection,False,6.8,343
504,False,/7rnJpyHxNloqjLiRoLVnR4VzHyg.jpg,[53],522406,en,Flashback,"Frederick Fitzell is living his best life—until he starts having horrific visions of Cindy, a girl who vanished in high school. After reaching out to old friends with whom he used to take a mystery drug called Mercury, Fredrick realizes the only way to stop the visions lies deep within his own memories, so he embarks on a terrifying mental odyssey to learn the truth.",20.017,/z8DPeAno9IT47gCQBrKqJ9czUyI.jpg,2020-10-08,Flashback,False,6.4,222
505,False,/g6qb2h3dT1tb0zkhktD5r7ZHbmp.jpg,"[27, 878]",715123,en,Books of Blood,A journey into uncharted and forbidden territory through three tales tangled in space and time.,19.102,/bXLVZGgLgd7OwbfP6fC5GCfrxuD.jpg,2020-10-07,Books of Blood,False,6.6,300
506,False,/aOeshAxAhiDVIiHsXVFmF6bgclh.jpg,"[35, 9648, 27]",617505,en,Hubie Halloween,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.",16.636,/dbhC6qRydXyRmpUdcl9bL9rARya.jpg,2020-10-07,Hubie Halloween,False,6.0,1344
507,False,/1fOwb62XudDlevVyu1rqUlHUrES.jpg,"[27, 878, 53]",716258,en,Black Box,"After losing his wife and his memory in a car accident, a single father undergoes an experimental treatment that causes him to question who he really is.",17.863,/ldlpTitpSTBINwgifzlRRXveXUF.jpg,2020-10-06,Black Box,False,6.5,425
508,False,/75ooojtgiKYm5LcCczbCexioZze.jpg,[35],660982,en,American Pie Presents: Girls' Rules,"It's Senior year at East Great Falls. Annie, Kayla, Michelle, and Stephanie decide to harness their girl power and band together to get what they want their last year of high school.",41.756,/xqvX5A24dbIWaeYsMTxxKX5qOfz.jpg,2020-10-06,American Pie Presents: Girls' Rules,False,6.3,491
509,False,/sjQepwkDKxle9sIhGuDX6A9MdcW.jpg,"[35, 27]",604578,en,Spontaneous,"When students in their high school begin inexplicably exploding (literally), seniors Mara and Dylan struggle to survive in a world where each moment may be their last.",15.918,/2LzYpRuTL3nEos9ZaLfan1u7nbR.jpg,2020-10-02,Spontaneous,False,6.9,425
510,False,/3GTSbc85Xangv8JkBSsQZMXGyhh.jpg,"[27, 9648]",595149,en,Death of Me,"A couple on holiday on a remote South Pacific island awaken one morning with a hang over and no recollection of what transpired. When playing back a video of the previous night, they see they participated in a local ritual that somehow ends with him murdering her.",14.423,/8F9xUvb1JMWUMkFV2Yq3aiueAbq.jpg,2020-10-02,Death of Me,False,5.0,207
511,False,/sLCsss7LjBeeRgJwpiOuLdtHUBa.jpg,"[18, 35]",575417,en,On the Rocks,"Faced with sudden doubts about her marriage, a young New York mother teams up with her larger-than-life playboy father to tail her husband.",10.133,/fcijRCmB7yTtloh4Pumy9b1rkwU.jpg,2020-10-02,On the Rocks,False,6.2,486
512,False,/onpWnO4mJsHSFBXYRBf48t9tipk.jpg,"[35, 27]",567971,en,Vampires vs. the Bronx,Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.,10.44,/rcdBUbbYNccz8q9LOuBEKC1avMA.jpg,2020-10-02,Vampires vs. the Bronx,False,5.9,233
