,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
214,False,/zplzc6jxO3SK7Pa4yxVoRY5VflT.jpg,"[14, 35, 12]",425909,en,Ghostbusters: Afterlife,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",88.524,/xCTn3IA729UuyvB4rY65fiOOzUv.jpg,2021-11-11,Ghostbusters: Afterlife,False,7.6,3345
215,False,/1Wlwnhn5sXUIwlxpJgWszT622PS.jpg,"[10751, 12, 35, 14]",585245,en,Clifford the Big Red Dog,"As Emily struggles to fit in at home and at school, she discovers a small red puppy who is destined to become her best friend. When Clifford magically undergoes one heck of a growth spurt, becomes a gigantic dog and attracts the attention of a genetics company, Emily and her Uncle Casey have to fight the forces of greed as they go on the run across New York City. Along the way, Clifford affects the lives of everyone around him and teaches Emily and her uncle the true meaning of acceptance and unconditional love.",98.353,/oifhfVhUcuDjE61V5bS5dfShQrm.jpg,2021-11-10,Clifford the Big Red Dog,False,7.3,1466
216,False,/srJ7haOhfykoPOYPQrstOaFem08.jpg,[28],811592,en,One Shot,"An elite squad of Navy SEALs, on a covert mission to transport a prisoner off a CIA black site island prison, are trapped when insurgents attack while trying to rescue the same prisoner.",42.509,/3OXiTjU30gWtqxmx4BU9RVp2OTv.jpg,2021-11-05,One Shot,False,6.8,747
217,False,/mo57hzhW3BcZL1f7MNteWKHsmlN.jpg,"[28, 53]",763788,en,Dangerous,"A reformed sociopath heads to a remote island after the death of his brother. Soon after his arrival, the island falls under siege from a deadly gang of mercenaries, and when he discovers their role in his brother’s demise, he sets out on a relentless quest for vengeance.",29.214,/vTtkQGC7qKlSRQJZYtAWAmYdH0A.jpg,2021-11-05,Dangerous,False,6.2,352
218,False,/pa0Mq5rGm2QnzdpFmugTu4Mghf.jpg,"[35, 10749]",734265,en,Love Hard,"An LA girl, unlucky in love, falls for an East Coast guy on a dating app and decides to surprise him for Christmas, only to discover that she's been catfished. But the object of her affection actually lives in the same town, and the guy who duped her offers to set them up if she pretends to be his own girlfriend for the holidays.",17.739,/oTkAFDZRLnqrXOrOwuy3Tvul0v5.jpg,2021-11-05,Love Hard,False,7.0,1198
219,False,/2nJJxHjBTDVDIbpHylCsDVQ3alG.jpg,[18],716612,en,Spencer,"During her Christmas holidays with the royal family at the Sandringham estate in Norfolk, England, Diana decides to leave her marriage to Prince Charles.",16.874,/7GcqdBKaMM9BWXWN07BirBMkcBF.jpg,2021-11-04,Spencer,False,6.9,1289
220,False,/oE6bhqqVFyIECtBzqIuvh6JdaB5.jpg,"[878, 18, 12]",522402,en,Finch,"On a post-apocalyptic Earth, a robot, built to protect the life of his dying creator's beloved dog, learns about life, love, friendship, and what it means to be human.",59.194,/jKuDyqx7jrjiR9cDzB5pxzhJAdv.jpg,2021-11-04,Finch,False,8.0,2700
221,False,/dK12GIdhGP6NPGFssK2Fh265jyr.jpg,"[28, 35, 80, 53]",512195,en,Red Notice,"An Interpol-issued Red Notice is a global alert to hunt and capture the world's most wanted. But when a daring heist brings together the FBI's top profiler and two rival criminals, there's no telling what will happen.",104.594,/lAXONuqg41NwUMuzMiFvicDET9Y.jpg,2021-11-04,Red Notice,False,6.8,4428
222,False,/c6H7Z4u73ir3cIoCteuhJh7UCAR.jpg,"[878, 28, 12]",524434,en,Eternals,"The Eternals are a team of ancient aliens who have been living on Earth in secret for thousands of years. When an unexpected tragedy forces them out of the shadows, they are forced to reunite against mankind’s most ancient enemy, the Deviants.",126.03,/lFByFSLV5WDJEv3KabbdAF959F2.jpg,2021-11-03,Eternals,False,7.0,6612
223,False,/39EQTf94Lckdo8yzS1CdWQSgmen.jpg,"[27, 9648, 53]",609972,en,Paranormal Activity: Next of Kin,"Margot, a documentary filmmaker, heads to a secluded Amish community in the hopes of learning about her long-lost mother and extended family. Following a string of strange occurrences and discoveries, she comes to realize this community may not be what it seems.",50.434,/bXAVveHiLotZbWdg3PKGhAzxYKP.jpg,2021-10-29,Paranormal Activity: Next of Kin,False,6.4,465
224,False,/9fzNf2QcsHVvdx5g5QUOgAWpADw.jpg,"[18, 27, 9648]",516329,en,Antlers,"A small-town Oregon teacher and her brother, the local sheriff, discover a young student is harbouring a dangerous secret that could have frightening consequences.",37.165,/cMch3tiexw3FdOEeZxMWVel61Xg.jpg,2021-10-28,Antlers,False,6.3,829
225,False,/9CyFLGfeDOrOOPouHp446T5MSNi.jpg,"[53, 18, 27]",864873,en,Hypnotic,"A young woman seeking self-improvement enlists the help of a renowned hypnotist but, after a handful of intense sessions, discovers unexpected and deadly consequences.",20.235,/miEj4kNc4efZ5WbPJqWl1UXWrvS.jpg,2021-10-27,Hypnotic,False,6.1,494
226,False,/mu8RKavbv7Ml48twHQ6XVk7zw8e.jpg,"[80, 35]",796499,en,Army of Thieves,A mysterious woman recruits bank teller Ludwig Dieter to lead a group of aspiring thieves on a top-secret heist during the early stages of the zombie apocalypse.,52.692,/j04Oepj3LGTWSb1ltXm0pcy50Xq.jpg,2021-10-27,Army of Thieves,False,6.9,1533
227,False,/7mH9nwyEyiGrODuq1khFEXyk5iY.jpg,[18],541524,en,Passing,"In 1920s New York City, a Black woman finds her world upended when her life becomes intertwined with a former childhood friend who's passing as white.",11.333,/jXp6ERnrFdG04Gli3d34GtANsuw.jpg,2021-10-27,Passing,False,6.4,230
228,False,/d0mpUFKzoPwF1KsdjHpkkaYSvKm.jpg,[37],618162,en,The Harder They Fall,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",44.127,/su9WzL7lwUZPhjH6eZByAYFx2US.jpg,2021-10-22,The Harder They Fall,False,6.7,827
229,False,/znpokr30qWVJztgO3t98PVyFLdC.jpg,"[18, 36, 35]",617762,en,The Electrical Life of Louis Wain,"The extraordinary true story of eccentric British artist Louis Wain, whose playful, sometimes even psychedelic pictures helped to transform the public's perception of cats forever.",15.525,/zWtI3BI6dnfwRIr7xk2xC84Zian.jpg,2021-10-21,The Electrical Life of Louis Wain,False,7.0,319
230,False,/7OcRErUXXdAVAHg6y5cjn56ivtu.jpg,"[27, 9648, 53]",576845,en,Last Night in Soho,"A young girl, passionate about fashion design, is mysteriously able to enter the 1960s where she encounters her idol, a dazzling wannabe singer. But 1960s London is not what it seems, and time seems to be falling apart with shady consequences.",38.637,/9BzKsxBZNlqyGSpvPFqK9kTJSPV.jpg,2021-10-21,Last Night in Soho,False,7.4,2204
231,False,/4XKqxgjRJs3YtH5j1Eli5y6gtno.jpg,"[35, 18, 10749]",542178,en,The French Dispatch,"The staff of an American magazine based in France puts out its last issue, with stories featuring an artist sentenced to life imprisonment, student riots, and a kidnapping resolved by a chef.",26.47,/6JXR3KJH5roiBCjWFt09xfgxHZc.jpg,2021-10-21,The French Dispatch,False,7.2,1832
232,False,/xmqXQOGxFaUCZr9wXrD2WD2V3aT.jpg,"[27, 53, 28]",669671,en,Night Teeth,"A college student moonlighting as a chauffeur picks up two mysterious women for a night of party-hopping across LA. But when he uncovers their bloodthirsty intentions—and their dangerous, shadowy underworld—he must fight to stay alive.",22.728,/4niEFGAUEz3GUqwk9Y2y4aAERhE.jpg,2021-10-20,Night Teeth,False,6.5,609
233,False,/fuuZFPc8x6gQ8mLGoBp9vrmcQMT.jpg,"[27, 53]",610253,en,Halloween Kills,"The nightmare isn't over as unstoppable killer Michael Myers escapes from Laurie Strode's trap to continue his ritual bloodbath. Injured and taken to the hospital, Laurie fights through the pain as she inspires residents of Haddonfield, to rise up against Myers. Taking matters into their own hands, the Strode women and other survivors form a vigilante mob to hunt down Michael and end his reign of terror once and for all.",52.089,/oJMRFIHi8Gs2ZCCZ4djtMcB0jB0.jpg,2021-10-14,Halloween Kills,False,6.6,2109
234,False,/sdL37sfUBth7mdkAolI83bXAl7L.jpg,"[16, 878, 10751, 35]",482321,en,Ron's Gone Wrong,"In a world where walking, talking, digitally connected bots have become children's best friends, an 11-year-old finds that his robot buddy doesn't quite work the same as the others do.",74.993,/plzgQAXIEHm4Y92ktxU6fedUc0x.jpg,2021-10-14,Ron's Gone Wrong,False,8.0,1484
235,False,/vYAuEi9NO23JeutE1REn6RkZUTj.jpg,"[10751, 12]",780382,en,Le Loup et le Lion,"After her grandfather's death, 20-year-old Alma decides to go back to her childhood home - a little island in the heart of the majestic Canadian forest. Whilst there, she rescues two helpless cubs: a wolf and a lion. They forge an inseparable bond, but their world soon collapses as the forest ranger discovers the animals and takes them away. The two cub brothers must now embark on a treacherous journey across Canada to be reunited with one another and Alma once more.",15.947,/aSRvK4kLJORBrVdlFn2wrGx8XPv.jpg,2021-10-13,The Wolf and the Lion,False,7.6,300
236,False,/4LrL40XecjGLRpX5I2gzMTUt04l.jpg,"[28, 18, 36]",617653,en,The Last Duel,"King Charles VI declares that Knight Jean de Carrouges settle his dispute with his squire, Jacques Le Gris, by challenging him to a duel.",52.337,/zjrJE0fpzPvX8saJXj8VNfcjBoU.jpg,2021-10-13,The Last Duel,False,7.5,2571
237,False,/3G1Q5xF40HkUBJXxt2DQgQzKTp5.jpg,"[16, 35, 10751, 14]",568124,en,Encanto,"The tale of an extraordinary family, the Madrigals, who live hidden in the mountains of Colombia, in a magical house, in a vibrant town, in a wondrous, charmed place called an Encanto. The magic of the Encanto has blessed every child in the family—every child except one, Mirabel. But when she discovers that the magic surrounding the Encanto is in danger, Mirabel decides that she, the only ordinary Madrigal, might just be her exceptional family's last hope.",221.483,/4j0PNHkMr5ax3IA8tjtxcmPU3QT.jpg,2021-10-13,Encanto,False,7.7,7681
238,False,/q4h2ZbhHKhnWvrrqzcjT778zlbn.jpg,"[16, 878, 14, 28]",831405,en,Injustice,"When Lois Lane is killed, an unhinged Superman decides to take control of the Earth. Determined to stop him, Batman creates a team of freedom-fighting heroes. But when superheroes go to war, can the world survive?",37.875,/rzrSeqqpm1BwJ3tcTznztBtLLSD.jpg,2021-10-09,Injustice,False,7.6,644
239,False,/7k7U0XWjo5LRAu9UxF9iGE3pCrF.jpg,[27],767499,en,The Manor,"After suffering a stroke, Judith moves into a historic nursing home, where she begins to suspect something supernatural is preying on the residents. With no one willing to believe her, Judith must either escape the confines of the manor, or fall victim to the evil that dwells within it.",9.471,/eNf7Dp1m6eTKDY7p56iZdterZkL.jpg,2021-10-08,The Manor,False,5.6,213
240,False,/f53Jujiap580mgfefID0T0g2e17.jpg,"[16, 10751, 878, 35, 28, 27]",857702,en,LEGO Star Wars Terrifying Tales,"Poe Dameron and BB-8 must face the greedy crime boss Graballa the Hutt, who has purchased Darth Vader’s castle and is renovating it into the galaxy’s first all-inclusive Sith-inspired luxury hotel.",25.564,/fYiaBZDjyXjvlY6EDZMAxIhBO1I.jpg,2021-10-01,LEGO Star Wars Terrifying Tales,False,6.8,201
241,False,/6Jx7dM7HSdnkeChcvbaRCYYkMuK.jpg,"[28, 37, 53]",785663,en,Old Henry,"A widowed farmer and his son warily take in a mysterious, injured man with a satchel of cash. When a posse of men claiming to be the law come for the money, the farmer must decide who to trust. Defending a siege of his homestead, the farmer reveals a talent for gun-slinging that surprises everyone calling his true identity into question.",16.966,/eE1SL0QoDsvAMqQly56IkRtlN1W.jpg,2021-10-01,Old Henry,False,7.3,301
242,False,/fpj4gZVOxD9D4sAyMwcHxq01HCo.jpg,"[53, 27, 14, 18]",670429,en,Witch Hunt,"In a modern America where witches are real and witchcraft is illegal, a sheltered teenager must face her own demons and prejudices as she helps two young witches avoid law enforcement and cross the southern border to asylum in Mexico.",23.414,/vHKlIci8f38GaAd361EW0VSx91k.jpg,2021-10-01,Witch Hunt,False,6.8,225
243,False,/9e6wp707XMouPG939o2fHunXXJR.jpg,"[16, 12, 35, 10751, 14, 27]",639721,en,The Addams Family 2,The Addams get tangled up in more wacky adventures and find themselves involved in hilarious run-ins with all sorts of unsuspecting characters.,160.968,/ld7YB9vBRp1GM1DT3KmFWSmtBPB.jpg,2021-10-01,The Addams Family 2,False,7.1,1015
244,False,/vIgyYkXkg6NC2whRbYjBD7eb3Er.jpg,"[878, 28, 12]",580489,en,Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",149.565,/rjkmN1dniUHVYAtwuV3Tji7FsDO.jpg,2021-09-30,Venom: Let There Be Carnage,False,6.9,8300
245,False,/yO2LFaO62SoM1ZuOq26hWLF1TQ4.jpg,"[27, 53, 9648]",740925,en,No One Gets Out Alive,An immigrant in search of the American dream is forced to take a room in a boarding house and soon finds herself in a nightmare from which she can't escape.,28.114,/bZUostLcCZYgcuBuAjmuSkBggiQ.jpg,2021-09-29,No One Gets Out Alive,False,5.9,490
246,False,/r2GAjd4rNOHJh6i6Y0FntmYuPQW.jpg,"[12, 28, 53]",370172,en,No Time to Die,"Bond has left active service and is enjoying a tranquil life in Jamaica. His peace is short-lived when his old friend Felix Leiter from the CIA turns up asking for help. The mission to rescue a kidnapped scientist turns out to be far more treacherous than expected, leading Bond onto the trail of a mysterious villain armed with dangerous new technology.",78.36,/iUgygt3fscRoKWCV1d0C7FbM9TP.jpg,2021-09-29,No Time to Die,False,7.4,4812
247,False,/uWbP41poWgP0f7sgAQTf6UeRtwg.jpg,"[27, 53]",753453,en,V/H/S/94,A mysterious VHS tape leads a police S.W.A.T. team to the discovery of a sinister cult whose collection of pre-recorded material reveals a nightmarish conspiracy.,14.872,/8rFWAkMZ2Nu6OpjqgXQhP8Fugo.jpg,2021-09-26,V/H/S/94,False,6.3,293
248,False,/q83fNIvLYFYZ3SfRUoBACciOzMX.jpg,"[18, 53]",567748,en,The Guilty,A demoted police officer assigned to a call dispatch desk is conflicted when he receives an emergency phone call from a kidnapped woman.,19.804,/m8aR1k35oZMOzZ1kYWUyt401mwq.jpg,2021-09-24,The Guilty,False,6.4,1975
249,False,/anl65DJYFyp2m0lXaFvlCrSOT8E.jpg,[18],567690,en,Dear Evan Hansen,"Evan Hansen, a high schooler with social anxiety, unintentionally gets caught up in a lie after the family of a classmate who committed suicide mistakes one of Hansen’s letters for their son’s suicide note.",16.422,/hKjBQhsnCMt86kPKpPwV4meeFPo.jpg,2021-09-24,Dear Evan Hansen,False,6.4,221
250,False,/rCzYrGstiybMwDPcZlePAN7IWBh.jpg,"[53, 27, 9648]",512025,en,There's Someone Inside Your House,"As the countdown to graduation begins, students at Osborne High are being stalked by a maniac intent on exposing their darkest secrets to the entire town, terrorizing victims while wearing a life-like mask of their own face. With a mysterious past of her own, Makani and her friends must discover the killer's identity before they become victims themselves.",21.755,/GaPJQscaH4MtYQTbJyWjCUIho8.jpg,2021-09-24,There's Someone Inside Your House,False,5.5,501
251,False,/iWz8VTQaimKmC6MEYWa0uhyrW9p.jpg,"[53, 9648, 18, 80]",750253,en,My Son,"When a man's only son goes missing, he travels to the town where his ex-wife lives in search of answers. To play a man whose life is clouded by mystery, McAvoy will not be given a script of dialogue.",14.792,/jrnCkZnktMTNYOEN5uo63nKKKHN.jpg,2021-09-23,My Son,False,6.2,317
252,False,/ugukqzx4gSzBd1yzmbWEHLkpGaS.jpg,"[16, 10751, 14, 35, 12]",597316,en,My Little Pony: A New Generation,"Equestria's divided. But a bright-eyed hero believes Earth Ponies, Pegasi and Unicorns should be pals — and, hoof to heart, she’s determined to prove it.",31.036,/hzq5XRGgm6NDMOW1idUvbpGqEkv.jpg,2021-09-23,My Little Pony: A New Generation,False,7.8,249
253,False,/oM7AstNYo6eSkgAieXvsIxTPPDv.jpg,[53],785752,en,Intrusion,"When a husband and wife move to a small town, a home invasion leaves the wife traumatized and suspicious that those around her might not be who they seem.",13.243,/o6ozTBflWXlBje0uxJv4m6s4HTq.jpg,2021-09-22,Intrusion,False,6.0,532
254,False,/hrzoy8vvUrxQixOM11pwW9AX7Bu.jpg,"[80, 18]",524369,en,The Many Saints of Newark,"Young Anthony Soprano is growing up in one of the most tumultuous eras in Newark, N.J., history, becoming a man just as rival gangsters start to rise up and challenge the all-powerful DiMeo crime family. Caught up in the changing times is the uncle he idolizes, Dickie Moltisanti, whose influence over his nephew will help shape the impressionable teenager into the all-powerful mob boss, Tony Soprano.",28.75,/t9IQebh64kRqoH8ZoMQVJ27X8Ij.jpg,2021-09-22,The Many Saints of Newark,False,6.5,488
255,False,/rskVKmBb83u7qbaASCxyJyLevkq.jpg,"[18, 36]",601470,en,The Eyes of Tammy Faye,"From the 1960's to the 1980's, evangelist Jim Baker and his ambitious wife, Tammy Faye, rose from humble beginnings to to build an empire based on big-time evangelical Christianity--only for the couple to fall from grace because of some all-too-human sins.",8.952,/vw5WXyHqAfnhmGpSjpyZh34xau3.jpg,2021-09-17,The Eyes of Tammy Faye,False,6.6,422
256,False,/1tDelhmpG8KzFdU3QvOhBScm4sS.jpg,[18],468225,en,The Starling,A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,14.251,/gPkaPGNbjZCeRurSYGi0JD63DBa.jpg,2021-09-17,The Starling,False,7.1,231
257,False,/g6wufgtycJCP508tlC3crSYFCgC.jpg,"[18, 37]",749274,en,Cry Macho,"Mike Milo, a one-time rodeo star and washed-up horse breeder, takes a job from an ex-boss to bring the man's young son home from Mexico.",19.033,/bzJBmh8U5ofExJara4nrdqlW8f3.jpg,2021-09-16,Cry Macho,False,6.1,771
258,False,/a3Qmei4RMV6Ivq9gABbL7AeMJbP.jpg,[99],855823,en,Schumacher,"Through exclusive interviews and archival footage, this documentary traces an intimate portrait of seven-time Formula 1 champion Michael Schumacher.",11.166,/anML75BmiZ8jg4C9UsbMpmSD4Ct.jpg,2021-09-15,Schumacher,False,7.4,298
259,False,/piz0BFUJ4Bro4BFzxxkNpsGCmOd.jpg,"[14, 10751, 27]",739990,en,Nightbooks,"Alex, a boy obsessed with scary stories, is trapped by a witch in her modern, magical New York City apartment. His original hair-raising tales are the only thing keeping him safe as he desperately tries to find a way out of this twisted place.",36.296,/ysJte1iqN8pFQ470tumnViB1wHP.jpg,2021-09-15,Nightbooks,False,6.3,290
260,False,/26LIw3oKGPUEGUpb8AXZ64dZZt8.jpg,"[16, 35, 9648, 10751, 14]",843906,en,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,"With Mystery, Inc. on the tail of a strange object in Nowhere, Kansas, the strange hometown of Eustice, Muriel, and Courage, the gang soon find themselves contending with a giant cicada monster and her winged warriors.",37.838,/rlQJnQfPgaSGQtyMw35VOIqoIsj.jpg,2021-09-14,Straight Outta Nowhere: Scooby-Doo! Meets Courage the Cowardly Dog,False,8.0,334
261,False,/qp8qKiP7Q7zK4z3LItwWMHfV9kJ.jpg,[53],764835,en,The Desperate Hour,A woman desperately races to save her child after police place her hometown on lockdown due to an active shooter incident.,73.845,/u6Pg9eTklhg6Aa7kXaxrfdE1Chi.jpg,2021-09-12,The Desperate Hour,False,6.1,299
262,False,/ufy3U0Kf9fvbgm6DEhJS68RERys.jpg,[28],597891,en,Kate,A ruthless criminal operative has less than 24 hours to exact revenge on her enemies and in the process forms an unexpected bond with the daughter of one of her past victims.,30.737,/uJgdT1boTSP0dDIjdTgGleg71l4.jpg,2021-09-10,Kate,False,6.7,1176
263,False,/esGtYJE3uoRuwA7o4ST2kGDhmeO.jpg,"[10749, 18]",763148,en,Time Is Up,"Vivien, an accomplished student with a passion for physics, and Roy, a troubled young man, are involved in an accident that forces them to reclaim their lives one minute at the time.",24.48,/dxWHyMY4HoXH8LiEhYlga2OtK5B.jpg,2021-09-09,Time Is Up,False,6.4,484
264,False,/jIkH6cy0Haa1cyitn6gtKmE3lxu.jpg,"[53, 80, 28]",738652,en,Copshop,"On the run from a lethal assassin, a wily con artist devises a scheme to hide out inside a small-town police station. However, when the hit man turns up at the precinct, an unsuspecting rookie cop finds herself caught in the crosshairs.",18.384,/szArp3dQlVajpsqpyPFVAFHFsa3.jpg,2021-09-09,Copshop,False,6.2,519
265,False,/wjQXZTlFM3PVEUmKf1sUajjygqT.jpg,"[878, 28, 53]",581726,en,Infinite,"Evan McCauley has skills he never learned and memories of places he has never visited. Self-medicated and on the brink of a mental breakdown, a secret group that call themselves “Infinites” come to his rescue, revealing that his memories are real.",66.863,/niw2AKHz6XmwiRMLWaoyAOAti0G.jpg,2021-09-09,Infinite,False,6.7,1274
266,False,/jYEW5xZkZk2WTrdbMGAPFuBqbDc.jpg,"[878, 12]",438631,en,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",96.47,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,2021-09-08,Dune,False,7.8,8093
267,False,/5q1bHsA7Xff39CH2PHHFpRXYNrs.jpg,"[18, 80, 53]",643532,en,The Card Counter,"William Tell just wants to play cards. His spartan existence on the casino trail is shattered when he is approached by Cirk, a vulnerable and angry young man seeking help to execute his plan for revenge on a military colonel. Tell sees a chance at redemption through his relationship with Cirk. But keeping Cirk on the straight-and-narrow proves impossible, dragging Tell back into the darkness of his past.",25.394,/y5DNLVg0gPiGSkuK4yFc4fjQ42Q.jpg,2021-09-03,The Card Counter,False,6.2,691
268,False,/3EmwUuGBp44hTzZGJqpzyiAmAVT.jpg,"[14, 10749, 35]",593910,en,Cinderella,"Cinderella, an orphaned girl with an evil stepmother, has big dreams and with the help of her Fabulous Godmother, she perseveres to make them come true.",27.692,/clDFqATL4zcE7LzUwkrVj3zHvk7.jpg,2021-09-03,Cinderella,False,6.5,1171
269,False,/pua7gLu3O5beOq46xQg6BfLzORl.jpg,"[14, 35, 18]",785457,en,Afterlife of the Party,A social butterfly who dies during her birthday week is given a second chance to right her wrongs on Earth.,12.95,/1bkcOEt4zvc5tBl6xFxTbkSqhEQ.jpg,2021-09-02,Afterlife of the Party,False,6.8,386
270,False,/lV3UFPPxDIPelh46G9oySXN9Mcz.jpg,"[10749, 18]",744275,en,After We Fell,"Just as Tessa's life begins to become unglued, nothing is what she thought it would be. Not her friends nor her family. The only person that she should be able to rely on is Hardin, who is furious when he discovers the massive secret that she's been keeping. Before Tessa makes the biggest decision of her life, everything changes because of revelations about her family.",120.302,/dU4HfnTEJDf9KvxGS9hgO7BVeju.jpg,2021-09-01,After We Fell,False,7.1,2035
271,False,/eG58uvQKZFAFxAFYC01HWMibRfa.jpg,"[27, 9648, 53]",619778,en,Malignant,"Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities with a mysterious tie to her past.",44.92,/dGv2BWjzwAz6LB8a8JeRIZL8hSz.jpg,2021-09-01,Malignant,False,6.9,1734
272,False,/zxWAv1A34kdYslBi4ekMDtgIGUt.jpg,"[28, 12, 14]",566525,en,Shang-Chi and the Legend of the Ten Rings,Shang-Chi must confront the past he thought he left behind when he is drawn into the web of the mysterious Ten Rings organization.,131.638,/1BIoJGKbXjdFDAqUEiA2VHqkK1Z.jpg,2021-09-01,Shang-Chi and the Legend of the Ten Rings,False,7.6,7513
273,False,/hlT998ten54fVO9gzwls6Nsj6Dn.jpg,"[28, 14, 27, 37, 18, 35, 80, 878, 12]",523638,en,Prisoners of the Ghostland,"In the treacherous frontier city of Samurai Town, a ruthless bank robber is sprung from jail by wealthy warlord The Governor, whose adopted granddaughter Bernice has gone missing. The Governor offers the prisoner his freedom in exchange for retrieving the runaway. Strapped into a leather suit that will self-destruct within five days, the bandit sets off on a journey to find the young woman—and his own path to redemption.",14.093,/j5HRzcvN1QXZLvwfc3NLxX8XQJY.jpg,2021-08-31,Prisoners of the Ghostland,False,5.1,394
274,False,/dssCw0mUmD4EriUmkwB3PnsGu4q.jpg,"[16, 28, 14]",841755,en,Mortal Kombat Legends: Battle of the Realms,"The Earthrealm heroes must journey to the Outworld and fight for the survival of their homeland, invaded by the forces of evil warlord Shao Kahn, in the tournament to end all tournaments: the final Mortal Kombat.",41.572,/ablrE8IbWcIrAxMmm4gnPn75AMS.jpg,2021-08-30,Mortal Kombat Legends: Battle of the Realms,False,7.8,310
275,False,/dxFPdSi03jm4hW6lodkRV4b26rL.jpg,"[27, 53]",744742,en,The Last Rite,"Based on True Events: Suffering from sleep paralysis, a medical student falls prey to a demonic force that wants to rip her apart from within. Torn between sanity and the unknown, she's left with no alternative but to contact a local priest for help.",6.07,/1YAperQbfpJETfpPn6ezlWOm1sx.jpg,2021-08-28,The Last Rite,False,6.3,208
276,False,/o0UGl6icA4DbhmDNgdZ5AWvuTtM.jpg,[35],653349,en,Vacation Friends,"When a straight-laced couple that has fun with a rowdy couple on vacation in Mexico return to the States, they discover that the crazy couple they met in Mexico followed them back home and decide to play tricks on them.",17.41,/uTgZuqUQbaCB6Wfk03N8IUEuzQf.jpg,2021-08-27,Vacation Friends,False,7.1,517
277,False,/wsztJfJvJW5nXxn5n0DIMzH2TDM.jpg,"[35, 10749]",347626,en,He's All That,"To get revenge on her ex-boyfriend, an influencer attempts to transform an unpopular classmate into prom king.",36.415,/kW3AG5NHoyq52dcSbMiFB6LyHvk.jpg,2021-08-27,He's All That,False,6.7,1087
278,False,/gzppdxEJ6fofhtLzSVSUJZEVxvq.jpg,"[28, 878, 53]",848278,en,Jurassic Hunt,"Female adventurer Parker joins a crew of male trophy hunters in a remote wilderness park. Their goal: slaughter genetically recreated dinosaurs for sport using rifles, arrows, and grenades. After their guide is killed by raptors, the team tries to escape the park – but the hunters quickly become the hunted. Even worse, the park’s manager suspects Parker of being a spy and sends a hit squad after her. This battle’s about to become primitive!",33.85,/bZnOioDq1ldaxKfUoj3DenHU7mp.jpg,2021-08-26,Jurassic Hunt,False,5.1,210
279,False,/4t8T9NCte10R5CAXVhHDnmkPd3X.jpg,"[35, 80]",628914,en,Queenpins,"Bored and frustrated suburban homemaker Connie and her best pal JoJo, a vlogger with dreams, turn a hobby into a multi-million-dollar counterfeit coupon caper. After firing off a letter to the conglomerate behind a box of cereal gone stale, and receiving an apology along with dozens of freebies, the duo hatch an illegal coupon club scheme that scams millions from mega-corporations and delivers deals to legions of fellow coupon clippers. On the trail to total coupon dominance, a hapless Loss Prevention Officer from the local supermarket chain joins forces with a determined U.S. Postal Inspector in hot pursuit of these newly minted “Queenpins” of pink collar crime.",15.142,/p5Uz76EOwj9rAsdGxYL8IZGPV2B.jpg,2021-08-26,Queenpins,False,6.5,264
280,False,/hJJfo9ktzsK88RU03wtyg9x7Yth.jpg,[53],645710,en,The Voyeurs,"When Pippa and Thomas move into their dream apartment, they notice that their windows look directly into the apartment opposite – inviting them to witness the volatile relationship of the attractive couple across the street. But what starts as a simple curiosity turns into full-blown obsession with increasingly dangerous consequences.",28.292,/8Y4XOIWhpOvSOEn8XrxbkH9yAXO.jpg,2021-08-25,The Voyeurs,False,6.7,583
281,False,/xENKhotB6aYBlnDH2lE0m2y22v1.jpg,"[27, 9648, 53]",565028,en,Candyman,"Anthony and his partner move into a loft in the now gentrified Cabrini-Green. After a chance encounter with an old-timer exposes Anthony to the true story behind Candyman, he unknowingly opens a door to a complex past that unravels his own sanity and unleashes a terrifying wave of violence.",30.265,/dqoshZPLNsXlC1qtz5n34raUyrE.jpg,2021-08-25,Candyman,False,6.1,1177
282,False,/orGlr1vHTgbDkGJPwuBjd8ncVjQ.jpg,"[16, 28, 14]",666243,en,The Witcher: Nightmare of the Wolf,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",15.412,/3sLz2yv6vBDWqBbd8rdnNeoJ2kJ.jpg,2021-08-23,The Witcher: Nightmare of the Wolf,False,7.6,730
